DIPP-MOTION XYGraphData,,,,,,,,
Info,,,,,,,,
[ポイント_X_座標値] - [ポイント_Y_座標値],,,,,,,,
横軸単位,mm,,,,,,,
縦軸単位,mm,,,,,,,
系列名,[1]P 1,[2]P 2,[3]P 3,[4]P 4,,,,
色,255,65280,16711680,65535,,,,
時間,P 1(X),P 1(Y),P 2(X),P 2(Y),P 3(X),P 3(Y),P 4(X),P 4(Y)
2.659,-7.96E-12,-2.98E-12,93.04343404,-151.4916431,165.222614,-220.426704,205.7479945,-213.1536446
2.66,-3.87E-12,-5.83E-13,93.15919685,-151.2303296,165.6572534,-219.7711929,206.1590079,-212.4383237
2.661,6.03E-12,-5.40E-13,93.33727276,-151.0061814,166.1742022,-219.1555264,206.6464349,-211.7638379
2.662,3.75E-12,-1.71E-12,93.3939604,-150.7590943,166.587998,-218.5248466,207.0257935,-211.0737218
2.663,3.98E-12,2.23E-12,93.37860368,-150.5129101,166.9469369,-217.902205,207.3463602,-210.3894196
2.664,-7.16E-12,1.39E-12,93.47267188,-150.3015642,167.428746,-217.3219589,207.7868426,-209.7436809
2.665,9.55E-12,1.86E-12,93.93953519,-150.2023103,168.294412,-216.8592048,208.6108077,-209.2118474
2.666,-1.52E-11,-1.05E-12,93.54666661,-149.8775074,168.3071117,-216.1763364,208.5801727,-208.4550135
2.667,1.43E-11,1.90E-12,93.52642281,-149.6719538,168.6957457,-215.6155528,208.9245559,-207.8159382
2.668,-8.30E-12,-5.40E-13,93.5267739,-149.4833412,169.1048281,-215.0719466,209.2891888,-207.1902737
2.669,-6.37E-12,-3.58E-12,93.52299333,-149.3327003,169.5061761,-214.563949,209.6466063,-206.5970112
2.67,2.84E-12,2.56E-13,93.45610751,-149.1439179,169.8373601,-214.0128478,209.9350962,-205.957998
2.671,5.68E-13,-3.98E-13,93.44990991,-149.0125652,170.2187174,-213.511615,210.2757136,-205.3667661
2.672,-4.66E-12,1.39E-12,93.72914822,-148.9601103,170.8715396,-213.0791194,210.8904675,-204.8427439
2.673,-3.41E-13,-1.82E-12,93.43599837,-148.7838302,170.9345467,-212.5100388,210.9187954,-204.1811691
2.674,-1.15E-11,-2.59E-12,93.46619757,-148.7237127,171.3000196,-212.0417618,211.2536959,-203.6199899
2.675,-7.73E-12,-1.96E-12,93.37883509,-148.6683507,171.5222082,-211.5631174,211.4501364,-203.0485954
2.676,1.03E-11,7.67E-13,93.62198188,-148.7046392,172.0550844,-211.1581965,211.9604195,-202.5522926
2.677,8.98E-12,-2.44E-12,93.40097059,-148.6675112,172.1062732,-210.6638232,211.9928187,-201.9670572
2.678,5.80E-12,-4.23E-12,93.48907794,-148.6810106,172.4540231,-210.2049479,212.3235514,-201.4179756
2.679,4.89E-12,2.61E-12,93.36229616,-148.7024761,172.5792984,-209.7398157,212.4315507,-200.8634293
2.68,-9.09E-13,1.42E-13,93.25493635,-148.7450768,172.7213819,-209.282502,212.5540682,-200.3176298
2.681,-9.66E-12,6.82E-13,93.42051382,-148.8616912,173.1387611,-208.8867919,212.9475602,-199.8344984
2.682,1.14E-12,4.83E-13,93.25862639,-148.9509259,173.2360056,-208.4521984,213.0145651,-199.3136842
2.683,-4.09E-12,-1.65E-12,93.20185722,-149.0236142,173.4506705,-207.9904609,213.1906069,-198.7670631
2.684,-6.59E-12,-2.27E-13,93.29446222,-149.1871094,173.8319837,-207.6098393,213.5228822,-198.3030309
2.685,-1.14E-13,8.81E-13,93.18096805,-149.3386819,174.0294438,-207.2085105,213.6588585,-197.8199009
2.686,-1.46E-11,-1.31E-12,92.988635,-149.4846956,174.175283,-206.7937445,213.7319275,-197.3216155
2.687,9.09E-13,3.98E-13,92.88114214,-149.6692658,174.4369253,-206.4112689,213.9032324,-196.8594888
2.688,-6.25E-12,6.25E-13,92.79950157,-149.8638954,174.7509591,-206.0338985,214.1130385,-196.4054041
2.689,-4.55E-13,2.93E-12,92.53187583,-150.0395762,174.8994358,-205.6357141,214.1463977,-195.9323407
2.69,-2.27E-13,8.53E-13,91.87735367,-150.1098842,174.6753331,-205.1333803,213.7992879,-195.355862
2.691,-4.77E-12,4.55E-13,92.11118977,-150.4473284,175.3477948,-204.9024947,214.3438534,-195.0504641
2.692,9.21E-12,-4.55E-13,91.87507414,-150.6544714,175.5523999,-204.5487088,214.4186734,-194.6206971
2.693,4.09E-12,1.90E-12,91.45409365,-150.8547503,175.5681241,-204.1985483,214.3057242,-194.1919853
2.694,-5.00E-12,-7.39E-13,91.09768167,-151.074028,175.63829,-203.8809651,214.2513286,-193.7921793
2.695,5.68E-13,4.63E-12,90.79648432,-151.3057881,175.7474325,-203.5925312,214.2430219,-193.4167498
2.696,1.46E-11,-2.10E-12,90.46423359,-151.5365945,175.8049065,-203.3202912,214.1914256,-193.0542481
2.697,-5.00E-12,-9.66E-13,90.15224378,-151.7759629,175.8588547,-203.0754145,214.1447433,-192.7161772
2.698,-6.82E-13,-3.98E-13,89.79955721,-152.0151259,175.8459905,-202.8487104,214.0380909,-192.3961937
2.699,-9.55E-12,-2.84E-13,89.39929032,-152.2495702,175.7641353,-202.6311454,213.8676924,-192.0881114
2.7,-1.56E-11,-1.53E-12,89.06758893,-152.4999774,175.7327795,-202.4394842,213.7514407,-191.8115424
2.701,1.59E-12,-9.38E-13,88.77297364,-152.7608431,175.7237882,-202.2643054,213.661873,-191.5579168
2.702,5.68E-12,9.95E-13,88.51389087,-153.0700964,175.7389524,-202.1396208,213.5970086,-191.3640121
2.703,-3.75E-12,-4.26E-13,88.17269142,-153.3633487,175.6639676,-201.9971249,213.4409699,-191.1623204
2.704,7.39E-12,-2.10E-12,87.81414495,-153.6669834,175.566948,-201.8592839,213.2602979,-190.9761054
2.705,1.82E-12,-5.12E-13,87.46209711,-153.9976546,175.4750838,-201.7388347,213.0806098,-190.8189016
2.706,1.47E-11,-6.25E-13,87.08724627,-154.3573542,175.362418,-201.6338524,212.8743756,-190.6895815
2.707,7.96E-13,8.81E-13,86.75319683,-154.758719,175.2958996,-201.5530566,212.7069709,-190.5976622
2.708,8.19E-12,-2.33E-12,86.33366076,-155.1508547,175.1525851,-201.4416357,212.4538794,-190.4891298
2.709,-3.75E-12,1.19E-12,85.97410261,-155.6123169,175.0841645,-201.3744682,212.262337,-190.4394206
2.71,-8.19E-12,2.30E-12,85.55788348,-156.0658601,174.9701739,-201.2750939,212.0163126,-190.3705871
2.711,3.41E-13,4.55E-13,85.10936419,-156.5914265,174.8338118,-201.2239232,211.7407786,-190.3615778
2.712,9.66E-12,-1.14E-13,84.60791519,-157.1235536,174.6523522,-201.1588132,211.4147828,-190.3487885
2.713,-7.96E-12,3.41E-12,84.08115037,-157.685529,174.4513122,-201.1063713,211.0656163,-190.357365
2.714,2.36E-11,3.13E-13,83.63629499,-158.2741558,174.3358206,-201.0667202,210.8001817,-190.3859684
2.715,9.78E-12,-1.62E-12,83.19197182,-158.8666826,174.2224036,-201.0204283,210.536779,-190.4137055
2.716,-1.06E-11,-1.36E-12,82.62286071,-159.5127413,173.9836443,-201.0204471,210.1497653,-190.4920663
2.717,5.68E-13,-5.68E-14,82.05139191,-160.1565687,173.7398764,-201.0143331,209.7612481,-190.5671457
2.718,9.78E-12,-3.35E-12,81.50464519,-160.7846595,173.5160831,-200.9919007,209.3979845,-190.6272967
2.719,-3.64E-12,2.90E-12,80.92111037,-161.4309542,173.2486575,-200.9904102,208.9981415,-190.7083176
2.72,-1.82E-11,-1.19E-12,80.39344633,-162.1010721,173.0281621,-201.0188005,208.6540553,-190.8176862
2.721,-3.18E-12,1.34E-12,79.8341896,-162.7785707,172.7650365,-201.063949,208.2779397,-190.9408179
2.722,9.44E-12,-1.39E-12,79.72890984,-163.5225899,172.9451583,-201.1882207,208.3550416,-191.1387107
2.723,-2.16E-12,-7.67E-13,78.63700314,-164.1445656,172.1247715,-201.2037965,207.4416398,-191.2214737
2.724,4.55E-13,1.42E-12,78.84667997,-164.9776354,172.5959819,-201.4464631,207.8278321,-191.5228601
2.725,-1.34E-11,-7.39E-13,77.29580802,-165.4641514,171.2975366,-201.3590279,206.450358,-191.4836437
2.726,3.52E-12,5.68E-13,76.67805327,-166.1823034,170.9239813,-201.5201362,206.005025,-191.67752
2.727,6.59E-12,2.16E-12,76.66195088,-166.9782642,171.1447305,-201.7764163,206.1556268,-191.9545364
2.728,7.73E-12,-1.76E-12,75.47593478,-167.5873224,170.1890978,-201.8636117,205.1290567,-192.0509979
2.729,-3.75E-12,3.41E-13,75.24703228,-168.3816724,170.18499,-202.1543723,205.0508014,-192.3401157
2.73,-6.71E-12,-7.67E-13,74.12263897,-169.0429564,169.2806823,-202.3307959,204.066716,-192.5045488
2.731,5.12E-12,-1.79E-12,73.83009828,-169.8045413,169.2043976,-202.6267044,203.9026034,-192.7786806
2.732,-5.57E-12,-2.84E-13,73.069778,-170.570409,168.6573833,-202.9465351,203.2572906,-193.0675097
2.733,-7.16E-12,1.56E-12,71.90781192,-171.226747,167.7083949,-203.1740932,202.195371,-193.2582403
2.734,-2.50E-12,0,71.58542956,-172.0746998,167.5919812,-203.6096341,201.9565335,-193.6530336
2.735,-6.14E-12,-5.49E-12,70.75538429,-172.828019,166.9559101,-203.9612959,201.191847,-193.964835
2.736,1.34E-11,-1.02E-12,70.1297523,-173.6266285,166.5094974,-204.3664852,200.6139287,-194.3358586
2.737,6.93E-12,3.47E-12,69.36177126,-174.4499303,165.9031041,-204.8006761,199.8764405,-194.746386
2.738,1.02E-12,-1.96E-12,69.60886283,-175.4559539,166.2912751,-205.4179704,200.1372288,-195.3553266
2.739,3.30E-12,1.17E-12,68.13659387,-176.1641343,164.9367007,-205.7338752,198.6648389,-195.6821244
2.74,6.37E-12,-1.34E-12,67.31004798,-177.0218433,164.2015877,-206.1918346,197.8232328,-196.1728773
2.741,6.93E-12,-5.68E-14,66.64689118,-177.9326374,163.6042015,-206.6912656,197.1315274,-196.7289503
2.742,1.16E-11,1.96E-12,66.13449722,-178.8943856,163.130984,-207.2296997,196.5785473,-197.3460211
2.743,7.84E-12,-1.56E-12,65.88731907,-179.8956851,162.8983387,-207.7953761,196.2801964,-198.0104952
2.744,-8.41E-12,1.42E-12,65.59737757,-180.9254675,162.6002373,-208.3768686,195.9299465,-198.7091129
2.745,2.27E-13,-3.38E-12,64.85033965,-181.9129644,161.8242973,-208.9030508,195.1149153,-199.3689142
2.746,-8.64E-12,1.28E-12,63.32026555,-182.7758622,160.2465297,-209.2912509,193.5106139,-199.905394
2.747,4.32E-12,-1.53E-12,62.21111352,-183.7488842,159.0721615,-209.7749282,192.3217696,-200.550178
2.748,-3.52E-12,6.82E-13,61.95573432,-184.910769,158.7369467,-210.4383651,191.9836367,-201.385715
2.749,-2.27E-12,2.84E-12,61.12392133,-185.9833871,157.8150133,-211.0085023,191.0673663,-202.1380096
2.75,-6.03E-12,2.53E-12,60.23882571,-187.0590995,156.8282659,-211.5852834,190.0974673,-202.9035565
2.751,-1.25E-12,-9.66E-13,59.35685441,-188.1435444,155.8343513,-212.1812293,189.1317042,-203.6921281
2.752,6.93E-12,2.84E-13,58.48900861,-189.2283412,154.8455102,-212.7948421,188.187563,-204.4988522
2.753,1.02E-12,-9.95E-13,57.72301524,-190.3112502,153.9507091,-213.4307649,187.3473354,-205.3301082
2.754,-1.17E-11,-1.71E-13,56.94752991,-191.3912562,153.0398433,-214.0948651,186.49879,-206.1923257
2.755,6.14E-12,-2.93E-12,55.87110302,-192.4182123,151.8227026,-214.7438785,185.34959,-207.0428033
2.756,-1.24E-11,1.19E-12,54.61514827,-193.4080773,150.4219404,-215.4006466,184.020262,-207.9049449
2.757,4.21E-12,2.56E-13,54.39406085,-194.4995656,150.052921,-216.2072325,183.7240437,-208.9213762
2.758,2.73E-12,1.05E-12,52.93161126,-195.3843603,148.4396435,-216.8570291,182.1828074,-209.7860527
2.759,-3.07E-12,-2.70E-12,51.83325286,-196.3397782,147.1869402,-217.6260873,180.9992587,-210.7755877
2.76,5.80E-12,6.82E-13,51.59364527,-197.4059145,146.7888499,-218.5532362,180.6653096,-211.9293728
2.761,-3.98E-12,-1.85E-12,49.98880927,-198.1878398,145.0207722,-219.2422804,178.9542333,-212.8517753
2.762,-1.02E-11,-7.39E-13,48.98475148,-199.1209227,143.8499269,-220.1251596,177.8292886,-213.9774603
2.763,-1.71E-12,7.11E-13,48.28270448,-199.9980221,142.9734218,-220.9935915,176.989591,-215.0950325
2.764,1.02E-11,-1.48E-12,46.9187276,-200.8624764,141.4247562,-221.8875237,175.4707909,-216.2464485
2.765,-8.87E-12,-2.70E-12,46.78078207,-201.8430047,141.0893313,-222.9322846,175.1616705,-217.5561496
2.766,-2.16E-12,-3.92E-12,44.84631285,-202.5631322,138.9420318,-223.7480086,173.0404958,-218.6433831
2.767,-4.32E-12,2.05E-12,43.86714324,-203.4535186,137.73288,-224.7606449,171.8606697,-219.9332111
2.768,6.82E-13,-6.54E-13,42.80313263,-204.2610592,136.4194968,-225.7190611,170.5831945,-221.1736141
2.769,2.39E-12,2.84E-12,41.85507837,-205.1538651,135.2009808,-226.7925587,169.4105497,-222.5330066
2.77,1.69E-11,-1.96E-12,40.75241025,-205.9386495,133.8050631,-227.7890414,168.0738474,-223.818405
2.771,4.32E-12,2.84E-14,39.79928552,-206.7824207,132.5342022,-228.8767077,166.878927,-225.1971208
2.772,-1.40E-11,2.05E-12,38.74719952,-207.6121779,131.1381945,-229.9837471,165.5789662,-226.5964566
2.773,3.41E-12,1.42E-13,37.73409846,-208.3810976,129.7532875,-231.0645264,164.3135934,-227.9698919
2.774,-1.36E-12,-2.39E-12,36.69578369,-209.1891692,128.317011,-232.2197342,163.0202922,-229.4177196
2.775,2.73E-12,5.12E-13,35.63319268,-209.9345017,126.828135,-233.3499136,161.7016823,-230.8383518
2.776,-2.27E-12,-9.38E-13,34.66597783,-210.6944623,125.407701,-234.5345653,160.4819346,-232.3096967
2.777,-1.06E-11,3.69E-13,33.65306336,-211.4452375,123.9160226,-235.7520093,159.2104729,-233.8083038
2.778,-6.14E-12,-9.95E-13,32.47642353,-212.1273244,122.2364633,-236.944876,157.7622938,-235.2745317
2.779,3.41E-12,3.98E-13,31.29995745,-212.7591957,120.5347047,-238.1323977,156.2947125,-236.7253405
2.78,-8.53E-12,-1.17E-12,30.60157527,-213.4450122,119.2888702,-239.4186821,155.2774853,-238.2625658
2.781,9.21E-12,8.81E-13,30.08909919,-214.2000571,118.2070267,-240.8181665,154.4103126,-239.8983729
2.782,7.28E-12,-1.71E-13,28.16807711,-214.6334556,115.694967,-241.9391305,152.0906206,-241.2387693
2.783,-1.48E-12,-2.27E-13,27.14317158,-215.2036423,114.0575984,-243.2391631,150.6149497,-242.739072
2.784,-4.55E-13,1.48E-12,26.12982226,-215.7610428,112.4126671,-244.5687068,149.0906179,-244.2465889
2.785,-1.82E-12,2.93E-12,25.88814855,-216.4421284,111.515946,-246.0623278,148.2696226,-245.8946734
2.786,-4.55E-13,3.18E-12,24.97098029,-216.982769,109.9183165,-247.4547062,146.7012886,-247.4146242
2.787,-4.09E-12,2.76E-12,22.98455768,-217.3210017,107.2240704,-248.6826891,143.9979044,-248.7529294
2.788,-6.93E-12,-2.19E-12,21.79250844,-217.7711642,105.2949668,-250.0564855,142.0338561,-250.2286054
2.789,1.59E-12,2.70E-12,20.67323112,-218.1964025,103.4096523,-251.4427832,140.1004166,-251.7171471
2.79,8.07E-12,1.76E-12,19.68169747,-218.6281488,101.6229145,-252.8733359,138.2650001,-253.2591153
2.791,-5.57E-12,5.68E-13,18.68162992,-219.0445423,99.79829128,-254.3266045,136.4037712,-254.841778
2.792,1.14E-13,-1.73E-12,17.69794165,-219.440375,97.96051164,-255.7977024,134.5540853,-256.4690559
2.793,0,4.26E-13,16.57818538,-219.8115209,95.95943224,-257.2839572,132.5759375,-258.1459517
2.794,8.75E-12,1.31E-12,15.50311647,-220.1193101,93.97367055,-258.7468789,130.6557552,-259.8403879
2.795,-5.34E-12,-1.17E-12,14.54228504,-220.4662866,92.07313247,-260.2893814,128.8578709,-261.6456938
2.796,-6.25E-12,-3.04E-12,13.58385444,-220.7853852,90.14681565,-261.8438152,127.0611324,-263.4806677
2.797,1.14E-13,-1.11E-12,12.61940102,-221.0926801,88.18602384,-263.4261418,125.2466935,-265.3477191
2.798,-1.36E-12,-3.41E-12,11.55543739,-221.326379,86.09696303,-264.9727822,123.3106104,-267.1697171
2.799,-2.96E-11,-4.86E-12,10.84172004,-221.6546564,84.32908307,-266.6501244,121.6921831,-269.0994976
2.8,-6.93E-12,5.68E-13,9.628713487,-221.8024527,82.03254188,-268.1813222,119.5314195,-270.8466623
2.801,1.18E-11,4.52E-12,8.714977674,-222.0433915,80.00559275,-269.8382126,117.6316082,-272.6737378
2.802,1.59E-12,5.68E-14,7.793309765,-222.2339056,77.94072622,-271.4754417,115.6729713,-274.4439842
2.803,4.55E-13,5.40E-13,6.859834908,-222.4261794,75.83376082,-273.1434073,113.6491027,-276.2202292
2.804,-1.48E-12,-1.42E-12,5.904730072,-222.5898903,73.67532442,-274.8114968,111.547648,-277.9827929
2.805,1.71E-11,1.76E-12,5.008726213,-222.753531,71.54529041,-276.5039331,109.446807,-279.7708111
2.806,4.55E-12,1.08E-12,4.132189496,-222.9063306,69.40490285,-278.2062629,107.3044144,-281.5841559
2.807,-4.55E-12,7.11E-13,3.239094304,-223.0547557,67.22022079,-279.919278,105.0831204,-283.4379445
2.808,-2.61E-12,-2.16E-12,2.427550766,-223.2360804,65.090484,-281.683045,102.8787553,-285.3865692
2.809,-1.14E-13,2.05E-12,1.393361518,-223.3153905,62.71347884,-283.3629659,100.3940314,-287.3101628
2.81,-1.00E-11,-8.81E-13,0.550388434,-223.4903529,60.50505094,-285.1570237,98.07178117,-289.3908073
2.811,-7.73E-12,-2.84E-14,-0.285646992,-223.6250456,58.28290552,-286.9296124,95.76655382,-291.4758265
2.812,-1.16E-11,-1.11E-12,-1.130882922,-223.7105801,56.03288816,-288.6721596,93.50103895,-293.5395778
2.813,-1.71E-12,2.36E-12,-2.012077985,-223.7625335,53.73038095,-290.4053552,91.28730602,-295.5808844
2.814,-1.46E-11,3.58E-12,-2.891680589,-223.7819907,51.41134334,-292.1269199,89.20173427,-297.584077
2.815,7.73E-12,4.29E-12,-3.707616562,-223.8445484,49.13698024,-293.9118886,87.33163297,-299.6139003
2.816,1.14E-12,-6.54E-13,-4.569964831,-223.8339157,46.79679698,-295.6407234,85.55494605,-301.5542628
2.817,8.19E-12,-1.22E-12,-5.453883314,-223.7982441,44.41245225,-297.3565868,83.86924567,-303.455153
2.818,3.75E-12,-4.55E-13,-6.26551941,-223.751838,42.07517084,-299.0654695,82.34167027,-305.3293876
2.819,4.32E-12,-1.68E-12,-7.090185863,-223.6561602,39.69701218,-300.7205204,80.86019271,-307.1369416
2.82,-9.32E-12,1.39E-12,-7.921081874,-223.6267692,37.28214924,-302.4289846,79.40489975,-308.9918858
2.821,-2.39E-12,-1.73E-12,-8.797835472,-223.5525521,34.78832616,-304.0714351,77.90944897,-310.7816194
2.822,3.18E-12,-8.53E-14,-9.639067322,-223.4673905,32.29491256,-305.6777542,76.42850542,-312.5385365
2.823,9.89E-12,-1.42E-13,-10.43440174,-223.3882469,29.81500236,-307.2578696,74.94573073,-314.2781117
2.824,8.98E-12,1.85E-12,-11.35342054,-223.337297,27.18335347,-308.8295977,73.2648286,-316.0210331
2.825,-2.16E-12,-9.95E-13,-12.1125135,-223.3304327,24.68963973,-310.4045044,71.64441899,-317.7817386
2.826,6.71E-12,-1.42E-13,-12.86514841,-223.3063139,22.18365492,-311.926663,69.90324149,-319.5071733
2.827,-3.75E-12,4.77E-12,-13.68392597,-223.2647162,19.59763817,-313.4004832,67.94248121,-321.2046191
2.828,7.96E-13,-1.25E-12,-14.4254078,-223.2829077,17.07986763,-314.9078677,65.87936234,-322.9588502
2.829,1.77E-11,-6.68E-13,-15.17475306,-223.2828796,14.55002394,-316.375442,63.60251143,-324.6993644
2.83,4.32E-12,5.97E-13,-16.00005395,-223.2558918,11.94181705,-317.7968185,61.02637166,-326.4245021
2.831,-1.42E-11,-9.09E-13,-16.69774935,-223.2471976,9.458463206,-319.2171608,58.37895393,-328.1644314
2.832,-5.00E-12,-2.15E-12,-17.34986983,-223.2366074,7.016099076,-320.6138361,55.61245188,-329.8832913
2.833,-4.21E-12,2.76E-12,-18.15320445,-223.2032045,4.416102833,-321.9634839,52.56430046,-331.5444931
2.834,-8.07E-12,-6.96E-13,-18.76737774,-223.1763895,1.998406328,-323.2906506,49.61048846,-333.1593551
2.835,-9.21E-12,3.94E-12,-19.38780003,-223.1101433,-0.433539789,-324.544508,46.59052334,-334.6638212
2.836,-4.32E-12,1.42E-13,-20.14462484,-223.0576187,-3.009524807,-325.7708457,43.40648231,-336.0935426
2.837,4.55E-13,-8.24E-13,-20.740736,-222.9816328,-5.432068305,-326.9251176,40.3662738,-337.4096047
2.838,-8.19E-12,1.61E-12,-21.3067693,-222.8892702,-7.831441848,-328.0070452,37.34732621,-338.6193712
2.839,-4.66E-12,-1.32E-12,-22.02599769,-222.7853481,-10.39200914,-329.0145532,34.17443078,-339.7279385
2.84,-1.19E-11,-4.50E-12,-22.63806368,-222.6920198,-12.85082114,-329.9685793,31.1160092,-340.757739
2.841,-4.32E-12,1.11E-12,-23.37601166,-222.533668,-15.43871073,-330.7930432,27.94708128,-341.6334346
2.842,1.59E-12,-2.07E-12,-24.00040614,-222.3971713,-17.91403095,-331.5743607,24.91514672,-342.4421831
2.843,4.77E-12,-2.42E-13,-24.46477399,-222.2986611,-20.22809715,-332.3281999,22.0747428,-343.200395
2.844,-5.57E-12,-2.12E-12,-25.1736477,-222.1618367,-22.78409335,-332.9776903,19.02853825,-343.8319416
2.845,-2.13E-11,-2.71E-12,-25.79915771,-221.9923591,-25.25461858,-333.5296063,16.10978671,-344.3443397
2.846,-1.64E-11,-2.05E-12,-26.41151957,-221.8260728,-27.71089224,-334.0197414,13.24281258,-344.7774718
2.847,7.84E-12,-7.11E-13,-27.50205846,-221.6101463,-30.64524337,-334.3952125,9.944879033,-345.0784755
2.848,3.52E-12,1.17E-12,-27.58534279,-221.552003,-32.5732442,-334.8633917,7.696778218,-345.4586555
2.849,-1.34E-11,-7.82E-13,-28.23013587,-221.3713713,-35.06466189,-335.1439563,4.925107369,-345.6416213
2.85,-5.57E-12,-6.54E-13,-28.78645394,-221.2116042,-37.47051653,-335.3802077,2.275210767,-345.7746067
2.851,3.52E-12,8.53E-13,-29.44512522,-221.0177427,-39.98264017,-335.5171356,-0.448379233,-345.8065339
2.852,1.60E-11,3.42E-12,-30.23180235,-220.8025387,-42.62768931,-335.5674408,-3.27595476,-345.7540361
2.853,-1.11E-11,-2.30E-12,-30.71950772,-220.6677011,-44.97969017,-335.6327807,-5.785177654,-345.722703
2.854,0,-1.07E-12,-31.03576476,-220.5908522,-47.16635648,-335.6916361,-8.107397257,-345.6949478
2.855,2.61E-12,-8.81E-13,-31.51526212,-220.4425958,-49.52228005,-335.6172991,-10.58084098,-345.5479952
2.856,-8.53E-12,-1.99E-12,-32.21406597,-220.2455214,-52.1023033,-335.4361069,-13.26365844,-345.308809
2.857,1.02E-11,-7.96E-13,-32.55638387,-220.1218907,-54.32941003,-335.2740691,-15.58271748,-345.107367
2.858,1.08E-11,-6.68E-13,-33.0220413,-219.9517731,-56.68199473,-335.0167822,-18.01620236,-344.8292148
2.859,4.43E-12,-3.81E-12,-33.55240581,-219.7799627,-59.099486,-334.7142351,-20.50383943,-344.5246228
2.86,1.56E-11,-3.84E-13,-33.87183679,-219.6371397,-61.3034623,-334.4045238,-22.76834685,-344.2297473
2.861,-1.48E-12,-6.96E-13,-34.28911962,-219.4637503,-63.59992807,-334.0355107,-25.1168688,-343.8905109
2.862,6.25E-12,1.07E-12,-34.88102574,-219.2059617,-66.06287384,-333.5607791,-27.62453549,-343.4585567
2.863,-1.43E-11,-5.68E-13,-35.19745415,-218.9911124,-68.23892294,-333.1136453,-29.83910997,-343.0652614
2.864,-1.82E-12,2.98E-13,-35.88752332,-218.676465,-70.77391327,-332.5532173,-32.40756986,-342.5677931
2.865,3.52E-12,-2.27E-13,-36.10353416,-218.4362614,-72.81573987,-332.0538184,-34.47894992,-342.1385352
2.866,5.00E-12,2.02E-12,-36.66596008,-218.125373,-75.18047028,-331.4704016,-36.86956279,-341.6344955
2.867,-1.35E-11,-2.52E-12,-36.95983454,-217.8564889,-77.24873204,-330.9157373,-38.96746171,-341.1569391
2.868,2.50E-12,-7.11E-14,-37.22061158,-217.6174467,-79.25157333,-330.3777446,-41.00890667,-340.6882783
2.869,-4.43E-12,-2.87E-12,-37.80162019,-217.2789539,-81.53791724,-329.7272126,-43.34803259,-340.0937956
2.87,-2.27E-12,-2.19E-12,-38.14847833,-217.085372,-83.54897584,-329.2085841,-45.43126339,-339.612427
2.871,4.55E-12,-2.22E-12,-38.65656642,-216.7526649,-85.67668612,-328.5371141,-47.65478545,-338.9547113
2.872,-8.41E-12,3.98E-13,-38.64511549,-216.6818538,-87.23768647,-328.1116524,-49.33975196,-338.5176959
2.873,-1.25E-12,2.42E-13,-38.89869641,-216.4826404,-89.01642053,-327.5437396,-51.27407686,-337.9111863
2.874,9.09E-12,2.03E-12,-39.6919627,-216.2107511,-91.28816215,-326.8920582,-53.73650423,-337.19213
2.875,1.19E-11,3.51E-12,-39.83545474,-216.0505713,-92.86407202,-326.3439498,-55.54166503,-336.5461333
2.876,1.21E-11,1.68E-12,-40.21906998,-215.9000089,-94.63466791,-325.8002784,-57.58354731,-335.8723252
2.877,-1.76E-11,-3.60E-12,-40.56442373,-215.7375659,-96.32218544,-325.242502,-59.58961538,-335.1565851
2.878,2.05E-12,-1.82E-12,-41.17166163,-215.4949111,-98.22739057,-324.6052456,-61.8515577,-334.3302406
2.879,2.84E-12,-2.93E-12,-42.24130868,-215.1326187,-100.5514286,-323.8520394,-64.56384636,-333.3619296
2.88,-3.75E-12,-2.47E-12,-42.60746837,-214.9901674,-102.1290234,-323.3253184,-66.55453189,-332.5991945
2.881,1.13E-11,3.03E-12,-43.03964508,-214.7977206,-103.7302996,-322.7582019,-68.58706574,-331.780262
2.882,-4.77E-12,-1.71E-12,-43.55327458,-214.5984274,-105.3725818,-322.1998595,-70.67083074,-330.9563451
2.883,7.62E-12,-4.26E-14,-43.9571593,-214.4052516,-106.8653511,-321.6593778,-72.60726345,-330.1489429
2.884,-5.68E-12,-2.53E-12,-44.35351056,-214.2287743,-108.314086,-321.1455587,-74.49256687,-329.3739331
2.885,-1.59E-11,-3.10E-12,-44.77189589,-214.0164521,-109.7501165,-320.6045036,-76.3487958,-328.5844931
2.886,6.71E-12,-1.75E-12,-45.22969581,-213.7944856,-111.1925857,-320.0610579,-78.18581805,-327.8125441
2.887,-1.02E-12,1.99E-13,-45.77941262,-213.5583979,-112.6957587,-319.5093898,-80.0486232,-327.05933
2.888,1.22E-11,-1.86E-12,-46.10322104,-213.3318195,-113.9435726,-318.9717744,-81.61187334,-326.3542021
2.889,-1.28E-11,-3.55E-12,-46.46900296,-213.137095,-115.2056721,-318.4692012,-83.14056319,-325.7257066
2.89,2.39E-12,-1.92E-12,-46.98456214,-212.8787404,-116.5916235,-317.9048311,-84.74230343,-325.0729631
2.891,-5.68E-13,-1.31E-12,-47.44707272,-212.6479875,-117.9003635,-317.3685407,-86.21921679,-324.4837048
2.892,-8.75E-12,-4.35E-12,-47.84606997,-212.4306027,-119.12319,-316.8447412,-87.56578706,-323.9401996
2.893,7.50E-12,-2.42E-13,-48.27145748,-212.187216,-120.3532078,-316.2975356,-88.87686641,-323.3995793
2.894,6.03E-12,7.39E-13,-48.86435055,-211.891887,-121.7306859,-315.6954713,-90.2985187,-322.8324047
